Year	DoY	Hour	NEE	LE	H	Rg	Tair	Tsoil	rH	VPD	Ustar
1999	7	19.5	0.92	-2.51	16.48	0	9	5.34	68.73	3.6	1.06
1999	7	20	1.04	6.27	7.7	0	8.9	5.34	67.91	3.7	1.06
1999	7	20.5	0.7	37.91	-17.33	0	9	5.34	65.98	3.9	1.09
1999	7	21	-9.18	3.95	20.63	0	9	5.35	64.32	4.1	1.25
1999	7	21.5	6.21	25.45	-9999	0	5.2	5.34	83.52	1.5	1.43
1999	7	22	-0.14	37.47	-16.83	0	4.1	5.21	90.65	0.8	1.11
1999	7	22.5	3.28	23.17	-53.88	0	4.4	5.09	87.87	1	0.71
1999	7	23	-15.24	62.5	-80.25	0	4.7	5.01	84.74	1.3	0.79
1999	7	23.5	0.91	74.58	-129.19	0	5.3	4.93	80.53	1.7	0.89
1999	8	0	1.43	33.38	-69.92	0	5.3	4.87	80.89	1.7	0.68
1999	8	0.5	1.15	31.93	-73.39	0	5.4	4.83	79.72	1.8	0.62
1999	8	1	2.62	31.83	-44.72	0	5.5	4.8	78.54	2	0.68
1999	8	1.5	-0.59	28.5	-30.21	0	5.8	4.77	76.22	2.2	0.8
1999	8	2	-1.14	25.21	-61.55	0	6	4.76	74.97	2.4	0.91
1999	8	2.5	1.73	19.63	-53.93	0	6	4.75	75.38	2.3	0.89
1999	8	3	1.6	14.64	-21.87	0	6.3	4.75	73.96	2.5	0.85
1999	8	3.5	1.66	25.89	-17.05	0	6.6	4.75	71.54	2.8	1.08
1999	8	4	0.55	29.17	14.4	0	6.8	4.76	69.7	3	1.14
1999	8	4.5	5.6	31.09	6.51	0	6.5	4.78	69.86	2.9	1.05
1999	8	5	-2.15	18.4	-5.37	0	6.3	4.78	69.48	2.9	1.17
1999	8	5.5	0.64	10.91	4.39	0	6.3	4.77	69.96	2.9	1.15
1999	8	6	1.61	10.85	29.54	0	6.4	4.76	69.76	2.9	1.02
1999	8	6.5	2.03	12.53	-14.59	0	6.7	4.76	69.21	3	1.11
1999	8	7	0.44	10.6	23.45	0	6.9	4.77	68.75	3.1	1.13
1999	8	7.5	1.31	13.35	36.07	0	7	4.78	68.27	3.2	1.21
1999	8	8	1.96	20.04	12.61	0	7	4.8	67.68	3.3	1.18
1999	8	8.5	1.4	14.92	16.14	3.38	7	4.82	68.13	3.2	1.13
1999	8	9	-1.48	24.83	42.9	18.7	7.1	4.84	67.12	3.3	1.25
1999	8	9.5	1.36	22.52	45.16	63.89	7.2	4.85	66.1	3.5	1.29
1999	8	10	-5.55	49.05	66.74	136.48	7.5	4.87	65.35	3.6	1.4
1999	8	10.5	-3.86	38.41	190.86	178.37	7.9	4.9	64.35	3.8	1.44
1999	8	11	-5.53	13.71	142.91	95.97	7.8	4.95	65.35	3.7	1.34
1999	8	11.5	-4.23	17.85	128.34	108.18	7.9	5	65.52	3.7	1.49
1999	8	12	-6.65	32.22	167	215.78	8.2	5.05	65.16	3.8	1.54
1999	8	12.5	-5.56	27.57	153.01	184	8.3	5.1	65.35	3.8	1.42
1999	8	13	-4.89	28.25	135.5	217.28	8.5	5.16	65.45	3.8	1.24
1999	8	13.5	-4.62	31.89	100.43	74.38	8.2	5.21	66.32	3.7	1.32
1999	8	14	-9999	-9999	-9999	95.32	8	5.25	68.2	3.4	0.71
1999	8	14.5	-9999	16.9	29.39	69.79	8.1	5.28	67.74	3.5	0.87
1999	8	15	-0.42	9.75	21.15	36.27	8.1	5.3	67.92	3.5	0.7
1999	8	15.5	1.92	8.8	0.68	0	8	5.32	68.12	3.4	0.73
1999	8	16	1.16	35.79	-5.52	0	7.7	5.34	69.45	3.2	0.75
1999	8	16.5	-0.35	14.81	-8.17	0	7.7	5.35	68.83	3.3	0.91
1999	8	17	0.78	15.17	17.39	0	8	5.35	67.14	3.5	1.03
1999	8	17.5	1.14	15.06	3.79	0	8	5.36	66.34	3.6	0.94
1999	8	18	0.76	6.23	4.82	0	8	5.37	66.19	3.6	1.08
1999	8	18.5	1.27	16.7	28.49	0	8	5.38	65.92	3.7	1.15
1999	8	19	1.05	7.06	38.9	0	8	5.38	64.76	3.8	1.03
1999	8	19.5	-0.82	32.58	32.05	0	7.9	5.38	63.83	3.9	1.21
1999	8	20	1.4	18.35	41.28	0	7.8	5.38	63.23	3.9	1.05
1999	8	20.5	3.32	19.54	54.77	0	7.8	5.37	62.56	4	1.22
1999	8	21	0.88	21.07	49.24	0	7.8	5.36	62.88	4	1.3
1999	8	21.5	-1.51	-10.69	37.15	0	7.9	5.37	63.91	3.9	1.11
1999	8	22	2.35	5.85	46.91	0	8	5.37	63.83	3.9	1.14
1999	8	22.5	4.17	14.41	63.18	0	8.1	5.38	64.11	3.9	1.48
1999	8	23	-0.84	12.28	85.97	0	8.2	5.4	64.23	3.9	1.52
1999	8	23.5	-0.76	3.15	97.59	0	8.3	5.42	64.38	3.9	1.39
1999	9	0	2.45	12	53.61	0	8.3	5.44	64.61	3.9	1.18
1999	9	0.5	0.13	-33.57	43.64	0	8.1	5.46	67.2	3.5	1.35
1999	9	1	0.67	7.92	82.69	0	8	5.48	68.87	3.3	1.2
1999	9	1.5	0.82	8.18	62.39	0	8.1	5.5	67.73	3.5	1.4
1999	9	2	0.52	12.53	29.9	0	8.3	5.51	67.35	3.6	1.22
1999	9	2.5	2.4	10.43	81.67	0	8.4	5.53	67.42	3.6	1.39
1999	9	3	1.07	17.89	83.14	0	8.4	5.55	67.17	3.6	1.49
1999	9	3.5	5.45	16.38	74.23	0	8.3	5.58	67.72	3.6	1.37
1999	9	4	2.8	9.47	40.37	0	8.4	5.6	67.47	3.6	1.21
1999	9	4.5	1.45	-4.63	54.19	0	8.3	5.62	68.72	3.4	1.23
1999	9	5	1.25	9.39	83.41	0	8.2	5.63	69.63	3.3	1.31
1999	9	5.5	2.47	10.69	50.26	0	8.1	5.65	70.42	3.2	1.32
1999	9	6	0.45	4.28	51.94	0	8.1	5.66	71.25	3.1	1.23
1999	9	6.5	4.66	14.53	48.99	0	8.1	5.67	70.87	3.2	1.46
1999	9	7	-1.91	3.93	81.83	0	8.2	5.69	70.31	3.2	1.23
1999	9	7.5	2.97	10.36	65.34	0	8.2	5.7	69.78	3.3	1.17
1999	9	8	2.64	17.54	39.29	0	8.4	5.71	68.87	3.4	1.32
1999	9	8.5	-9999	-9999	-9999	2.83	8.5	5.72	69.18	3.4	0.55
1999	9	9	-9999	-9999	-9999	10.92	8.4	5.74	69.93	3.3	0.62
1999	9	9.5	-9999	3.34	69.52	11.5	8.5	5.77	70.41	3.3	1.09
1999	9	10	1.58	11.52	59.78	28.24	8.5	5.79	70.02	3.3	1.26
1999	9	10.5	-11.43	-9999	28.74	46.2	8.7	5.81	69.81	3.4	1.01
1999	9	11	-4.95	7.2	45.93	86.99	8.9	5.84	69.69	3.5	1.33
1999	9	11.5	-4.7	13.89	95.53	132.88	9	5.88	69.49	3.5	1.37
1999	9	12	-2.67	30.65	112.28	131.56	9.2	5.93	69	3.6	1.3
1999	9	12.5	-5.05	16.12	136.56	110.27	9.2	5.98	69.61	3.6	1.35
1999	9	13	-2.94	18.33	103.79	69.76	9.2	6.03	69.44	3.6	1.22
1999	9	13.5	0.84	17.78	67.99	47.46	9.3	6.06	69.41	3.6	1.23
1999	9	14	-2.49	1.69	65.63	22.39	9.2	6.09	69.54	3.6	1.17
1999	9	14.5	0.62	14.26	41.75	20.36	9.1	6.11	70.71	3.4	1.01
1999	9	15	2.03	24.68	46.03	14.8	9.2	6.13	71.03	3.4	1.16
1999	9	15.5	0.91	-4.54	27.6	0	9.2	6.15	71.8	3.3	1.03
1999	9	16	0.74	0.28	15.67	0	9.2	6.17	73.04	3.1	0.87
1999	9	16.5	1.67	0.69	18.8	0	9.1	6.19	74.99	2.9	1.05
1999	9	17	0.78	3	36.36	0	9.2	6.21	74.83	2.9	1.09
1999	9	17.5	2.09	14.24	4.34	0	9.1	6.23	75.21	2.9	0.88
1999	9	18	2.7	22.03	-1.07	0	9.1	6.25	74.79	2.9	0.95
1999	9	18.5	1.02	10.43	6.48	0	9.3	6.27	73.83	3.1	0.83
1999	9	19	1.39	12.35	-15.07	0	9.3	6.28	73.71	3.1	0.88
1999	9	19.5	2.44	8.77	-18.13	0	9.4	6.3	72.68	3.2	0.82
1999	9	20	2.68	11.79	-3.17	0	9.4	6.32	71.94	3.3	0.94
1999	9	20.5	1.52	7.42	-0.12	0	9.4	6.33	71.23	3.4	0.66
1999	9	21	3.11	5.57	-8.27	0	9.1	6.35	73.12	3.1	0.72
1999	9	21.5	0.22	2.25	-25.08	0	9.1	6.35	73.07	3.1	0.7
1999	9	22	0.29	-10.52	-11.3	0	9.1	6.36	73.23	3.1	0.83
1999	9	22.5	1.86	5.55	-9.18	0	9.1	6.36	73.83	3	0.64
1999	9	23	1.86	2.71	-40.59	0	9.1	6.37	74.34	3	0.63
1999	9	23.5	-0.38	-4.33	-12.08	0	9	6.38	74.61	2.9	0.76
1999	10	0	2.42	5.01	5.03	0	9	6.39	75.15	2.9	0.79
1999	10	0.5	0.97	0.3	1.75	0	8.9	6.39	75.53	2.8	0.75
1999	10	1	0.44	0.5	-0.47	0	8.8	6.4	75.95	2.7	0.68
1999	10	1.5	0.44	-0.14	0.56	0	8.7	6.4	76.42	2.7	0.74
1999	10	2	0.94	2.38	3.93	0	8.6	6.41	77.18	2.6	0.65
1999	10	2.5	3.14	1.89	-22.6	0	8.5	6.41	78.07	2.4	0.7
1999	10	3	2.08	-1.95	0.65	0	8.4	6.41	79.14	2.3	0.67
1999	10	3.5	1.15	0.17	-2.91	0	8.4	6.41	79.15	2.3	0.66
1999	10	4	2.56	5.3	-10.8	0	8.3	6.4	79.58	2.2	0.6
1999	10	4.5	2.33	1.82	-5.21	0	8.1	6.4	80.17	2.2	0.61
1999	10	5	2.95	1.36	-28.69	0	8	6.39	80.68	2.1	0.62
1999	10	5.5	0.18	-1.68	-12.52	0	7.8	6.38	82.17	1.9	0.56
1999	10	6	0.75	-2.7	-27.05	0	7.5	6.36	82.73	1.8	0.51
1999	10	6.5	1.4	0.52	-23.62	0	7.6	6.33	82.33	1.9	0.4
1999	10	7	1.16	-1.15	-21.49	0	7.8	6.3	81.5	2	0.49
1999	10	7.5	1.19	-1.68	-19.77	0	7.5	6.28	83.01	1.8	0.3
1999	10	8	2.86	-1.34	-17.38	0	7.4	6.26	83.96	1.7	0.33
1999	10	8.5	0.65	0.25	-15.12	3.78	7.4	6.24	83.69	1.7	0.27
1999	10	9	0.65	1.78	-10.07	10.27	7.6	6.23	82.45	1.8	0.32
1999	10	9.5	-0.11	-0.08	-5.32	25.1	7.9	6.23	80.94	2	0.34
1999	10	10	-0.5	2.5	-17.52	38.97	8.3	6.24	79.08	2.3	0.29
1999	10	10.5	0.11	9.82	-18.94	53.03	8.6	6.27	77.07	2.6	0.37
1999	10	11	-1.73	8	-9.22	97.26	8.9	6.3	76.1	2.7	0.42
1999	10	11.5	-4.49	18.38	32.81	129.28	9.3	6.34	75.48	2.9	0.61
1999	10	12	-9999	25.78	27.89	142.38	9.8	6.4	73.57	3.2	0.62
1999	10	12.5	-5.85	15.13	42.96	180.43	10	6.45	72.36	3.4	0.4
1999	10	13	-4.06	27	34.34	218.54	10.4	6.51	70.84	3.7	0.43
1999	10	13.5	-6.05	33.65	79.78	269.85	10.9	6.55	68.28	4.2	0.43
1999	10	14	-2.09	47.31	71.04	242.6	11	6.58	67.83	4.2	0.47
1999	10	14.5	-4.52	22.21	55.96	199.32	11.2	6.61	66.5	4.5	0.43
1999	10	15	-3.18	10.03	32.85	152.17	11.3	6.65	65.63	4.6	0.3
1999	10	15.5	-1.56	24.43	5.46	0	11.3	6.67	64.37	4.8	0.32
1999	10	16	1.594	4.83	-10.04	0	11	6.68	63.24	4.8	0.18
1999	10	16.5	1.594	10.13	-11.66	0	10.3	6.68	63.48	4.6	0.13
1999	10	17	-9999	3.67	-13.67	0	9.7	6.65	63.61	4.4	0.11
1999	10	17.5	-9999	-0.29	-27.66	0	8.8	6.59	67.32	3.7	0.21
1999	10	18	1.562	1.52	-32.87	0	7.8	6.52	70.81	3.1	0.3
1999	10	18.5	-9999	-0.86	-25.66	0	7.3	6.44	72.67	2.8	0.28
1999	10	19	-9999	0.29	-26.72	0	7.3	6.36	72.34	2.8	0.29
1999	10	19.5	0.04	-1.29	-34.99	0	7.5	6.3	71.46	3	0.34
1999	10	20	1.73	-0.39	-40.24	0	7.4	6.24	72.59	2.8	0.33
1999	10	20.5	-9999	0.26	-22.48	0	7.3	6.2	72.76	2.8	0.28
1999	10	21	-0.13	0.33	-22.87	0	7.3	6.15	73	2.8	0.31
1999	10	21.5	-9999	1.64	-42.59	0	7.7	6.11	71.17	3	0.27
1999	10	22	3.76	-0.18	-35.09	0	7.6	6.07	71.41	3	0.34
1999	10	22.5	3.06	4.46	-39.34	0	7.7	6.04	70.96	3.1	0.37
1999	10	23	1.22	8.02	-39.92	0	7.7	6.02	70.99	3.1	0.39
1999	10	23.5	-9999	1.28	-41.18	0	7.7	6	69.42	3.2	0.24
1999	11	0	-9999	7.66	-27.99	0	7.7	5.98	66.94	3.5	0.27
1999	11	0.5	0.56	11.96	-47.25	0	7.4	5.94	67.14	3.4	0.37
1999	11	1	-9999	3.54	-25.1	0	6.9	5.91	68.47	3.2	0.24
1999	11	1.5	1.441	6.56	-26.02	0	7	5.88	66.21	3.4	0.31
1999	11	2	1.432	3.38	-25.72	0	7.1	5.83	64.9	3.6	0.31
1999	11	2.5	-9999	25.72	-22.5	0	7.1	5.79	63.02	3.7	0.26
1999	11	3	-9999	28.63	-35.03	0	7.5	5.75	58.41	4.3	0.16
1999	11	3.5	-9999	10.86	-19.24	0	7.5	5.7	58.72	4.3	0.2
1999	11	4	-9999	14.9	-21.6	0	7.1	5.65	58.98	4.2	0.16
1999	11	4.5	-9999	40.98	-45.36	0	7.2	5.61	55.93	4.5	0.27
1999	11	5	-9999	13.56	-29.89	0	7.2	5.56	53.44	4.7	0.26
1999	11	5.5	-9999	25.73	-49.19	0	7.8	5.51	47.66	5.6	0.25
1999	11	6	-9999	48.77	-24.03	0	8.2	5.47	44.13	6.1	0.13
1999	11	6.5	-9999	22.46	-31.78	0	8.1	5.43	43.89	6.1	0.13
1999	11	7	-9999	4.66	-15.86	0	7.6	5.4	44.85	5.8	0.13
1999	11	7.5	-9999	8.37	-18.4	0	7.6	5.36	44.34	5.8	0.2
1999	11	8	-9999	12.48	-19.42	0	7.6	5.32	44.36	5.8	0.27
1999	11	8.5	4.19	28.41	-53.37	9.75	8	5.29	43.58	6.1	0.44
1999	11	9	-9999	16.06	-54.68	56.07	7.9	5.27	44.09	6	0.17
1999	11	9.5	-9999	13.67	-21.05	111.41	9.1	5.26	38.77	7.1	0.08
1999	11	10	-1.14	6.92	-6.34	167.27	9.4	5.27	39.21	7.2	0.2
1999	11	10.5	-0.41	23.58	9.92	217.01	10.1	5.31	39.19	7.5	0.22
1999	11	11	-9999	-9999	-9999	258.16	11.4	5.38	37.21	8.5	0.87
1999	11	11.5	-9999	64.08	51.94	287.17	12.5	5.46	36.76	9.2	0.49
1999	11	12	-0.89	57.25	63.39	305.59	13.4	5.55	35.2	10	0.42
1999	11	12.5	-8.87	41.56	54.89	312.67	14	5.67	33.91	10.6	0.4
1999	11	13	-6.15	64.09	62.38	307.65	14.3	5.8	32.61	11	0.55
1999	11	13.5	-4.38	68.09	74.5	288.61	14.8	5.93	31.24	11.6	0.44
1999	11	14	-4.12	48.51	61.8	258.62	15	6.04	30.52	11.9	0.37
1999	11	14.5	-1.64	42.74	35.92	216.51	15.3	6.14	30.19	12.2	0.32
1999	11	15	-1.58	41.98	21.96	166.9	15.1	6.22	30.85	11.9	0.34
1999	11	15.5	-0.75	30.53	-5.48	109.47	14.4	6.28	32.16	11.2	0.32
1999	11	16	1.525	29.98	-17.1	0	13.4	6.33	33.8	10.2	0.3
1999	11	16.5	1.529	16.73	-19.71	0	12.7	6.35	32.88	9.9	0.22
1999	11	17	4.5	24.7	-26.1	0	11.6	6.32	34.57	8.9	0.38
1999	11	17.5	2.69	19.7	-40.38	0	10.7	6.28	35.97	8.3	0.39
1999	11	18	1.09	17.1	-54.57	0	10.4	6.22	36.52	8	0.41
1999	11	18.5	3.04	16.82	-28.42	0	10.2	6.17	36.95	7.9	0.32
1999	11	19	-3.14	9.86	-23.91	0	10.1	6.11	37.44	7.8	0.39
1999	11	19.5	0.85	17.28	-34.18	0	10.2	6.06	36.56	7.9	0.32
1999	11	20	-0.84	16.27	-24.27	0	10.4	6.03	36.01	8.1	0.42
1999	11	20.5	0.23	10.95	-52.78	0	10.3	6	36.11	8	0.52
1999	11	21	1.97	13.38	-31.81	0	10.1	5.99	36.03	7.9	0.35
1999	11	21.5	0.22	19.03	-44.44	0	10.4	5.96	34.58	8.3	0.38
1999	11	22	-9999	9.48	-36.1	0	9.8	5.94	36.56	7.7	0.29
1999	11	22.5	5.35	34.65	-48.83	0	9.9	5.91	36.53	7.7	0.51
1999	11	23	2.59	50.87	-61.15	0	10.4	5.89	32.93	8.5	0.47
1999	11	23.5	0.7	30.7	-32.75	0	10.7	5.88	30.13	9	0.47
1999	12	0	-0.47	13.64	-62.35	0	11.3	5.89	27.39	9.7	0.4
1999	12	0.5	0.29	21.1	-31.96	0	11.5	5.9	26.19	10	0.5
1999	12	1	-0.85	6.95	-47.48	0	11.6	5.92	25.5	10.2	0.54
1999	12	1.5	-0.61	15.97	-52.2	0	12.2	5.94	22.97	11	0.56
1999	12	2	1.3	14.18	-41	0	12.5	5.98	22.39	11.3	0.61
1999	12	2.5	2.48	10.26	-45.22	0	12.4	6.01	22.48	11.2	0.51
1999	12	3	1.52	9.28	-29.58	0	11.9	6.04	23.54	10.7	0.49
1999	12	3.5	1.72	4.48	-47.63	0	11.5	6.06	25.47	10.1	0.55
1999	12	4	3.23	1.85	-56.32	0	11	6.07	26.83	9.7	0.36
1999	12	4.5	-9999	-1.13	-16.76	0	10.4	6.08	28.36	9.1	0.27
1999	12	5	-9999	2.49	-19.71	0	10.1	6.07	29.77	8.7	0.29
1999	12	5.5	1.06	-2.59	-32.33	0	9.6	6.04	31.92	8.2	0.39
1999	12	6	1.01	6.26	-36.58	0	9.4	6.01	33.81	7.9	0.38
1999	12	6.5	-1.52	2.43	-36.93	0	8.9	5.98	36.93	7.2	0.36
1999	12	7	0.99	-5.05	-36.43	0	8.7	5.94	38.66	6.9	0.46
1999	12	7.5	0.9	-0.15	-45.84	0	8.8	5.91	39.24	6.9	0.32
1999	12	8	-9999	0.42	-20.97	0	8.8	5.89	39.84	6.8	0.12
1999	12	8.5	-9999	3.96	-8.74	9.54	8.8	5.85	38.52	7	0.08
1999	12	9	0.38	6.38	-7.23	55.24	8.7	5.79	37.13	7.1	0.16
1999	12	9.5	-1.38	12.96	-19.57	109.96	9.1	5.74	34.97	7.6	0.28
1999	12	10	-1.68	8.5	-13.61	165.64	10.1	5.73	33.51	8.2	0.36
1999	12	10.5	-4.71	24.25	-2.76	214.55	11.2	5.75	33.56	8.9	0.42
1999	12	11	-3.99	15.71	43.01	254.99	12.1	5.81	33.62	9.4	0.45
1999	12	11.5	-3.29	32.11	41.02	286.12	13	5.88	32.51	10.1	0.57
1999	12	12	-4.69	57.34	46.49	305.32	13.6	5.97	29.71	11	0.56
1999	12	12.5	-2.33	41.69	94.1	311.78	14.4	6.07	27.58	11.9	0.53
1999	12	13	-4.73	62.9	64.01	304.73	14.7	6.17	27.25	12.2	0.41
1999	12	13.5	15.71	127.38	55.39	287.69	15.1	6.28	25.81	12.7	0.36
1999	12	14	-9999	-13.33	80.1	250.35	11.9	6.36	45.43	7.6	0.21
1999	12	14.5	-9999	30.16	11.3	205.99	11.1	6.39	45.84	7.2	0.17
1999	12	15	-9999	-14.7	4.86	157.21	11.4	6.39	44.97	7.4	0.15
1999	12	15.5	-9999	56.91	7.26	101.26	10.9	6.37	47.06	6.9	0.3
1999	12	16	-9999	23.11	15.11	0	9.8	6.33	48.94	6.2	0.28
1999	12	16.5	-9999	8.31	-4.93	0	10.6	6.26	41.65	7.5	0.12
1999	12	17	-9999	-0.66	-17.83	0	10	6.18	43.94	6.9	0.19
1999	12	17.5	-9999	2.03	-13.92	0	10	6.09	43.21	7	0.22
1999	12	18	-9999	11.75	-45.54	0	9.6	6.03	43.94	6.7	0.26
1999	12	18.5	-0.69	7.63	-32.75	0	9.7	5.97	41.58	7	0.32
1999	12	19	-9999	5.05	-34.65	0	9.1	5.92	43.11	6.6	0.16
1999	12	19.5	-9999	-1.75	-13.99	0	8.6	5.87	45.07	6.2	0.1
1999	12	20	-9999	3.43	-9.01	0	8.3	5.82	45.27	6	0.19
1999	12	20.5	-9999	2.84	-19.21	0	8.4	5.78	45.04	6.1	0.2
1999	12	21	-9999	4.27	-16.73	0	8.8	5.76	42.98	6.5	0.19
1999	12	21.5	-9999	4.76	-16.07	0	9.2	5.75	39.81	7	0.17
1999	12	22	-9999	1.93	-2.43	0	8	5.73	42.19	6.2	0.09
1999	12	22.5	-9999	69.22	-11.66	0	7.7	5.67	40.21	6.3	0.03
1999	12	23	-9999	38.6	-23.43	0	7.7	5.61	38.62	6.5	0.08
1999	12	23.5	-9999	29.55	-13.05	0	7.4	5.54	38.39	6.4	0.1
1999	13	0	-9999	19.41	-27.14	0	7.1	5.47	39.18	6.2	0.12
1999	13	0.5	-9999	15.79	-12.29	0	7.1	5.41	38.26	6.2	0.11
1999	13	1	-9999	25.76	-14.07	0	7.5	5.34	36.62	6.6	0.11
1999	13	1.5	-9999	8.37	-20.79	0	7.6	5.29	35.2	6.8	0.16
1999	13	2	-9999	11.25	-27.37	0	6.8	5.25	37.93	6.2	0.14
1999	13	2.5	-9999	8.65	-4.2	0	7.3	5.2	36.16	6.5	0.13
1999	13	3	-9999	7.68	-2.7	0	7.2	5.16	36.11	6.5	0.05
1999	13	3.5	-9999	12.19	2.56	0	7.4	5.12	35.1	6.7	0.08
1999	13	4	-9999	49.1	7.77	0	7	5.09	35.9	6.4	0.06
1999	13	4.5	-9999	11.48	-42.52	0	6.9	5.05	36.46	6.4	0.16
1999	13	5	-9999	0.48	-15.72	0	7	5.03	35.86	6.4	0.1
1999	13	5.5	-9999	-0.74	-7.97	0	7.8	5.02	33.41	7.1	0.12
1999	13	6	-9999	-2.07	10.74	0	7.3	5	35.11	6.7	0.01
1999	13	6.5	-9999	-1.88	10.83	0	7.9	4.98	34.11	7	0.04
1999	13	7	-9999	-0.27	21.87	0	8.6	4.96	33.26	7.5	0.07
1999	13	7.5	-9999	5.58	-15.74	0	8	4.93	35.17	7	0.13
1999	13	8	-9999	-4.3	-24.38	1.02	7.9	4.92	36.11	6.8	0.18
1999	13	8.5	-9999	-0.12	-8.15	13.63	7.1	4.9	39.42	6.1	0.15
1999	13	9	0.07	-14.51	16.28	31.1	6.9	4.89	41.18	5.9	0.2
1999	13	9.5	-9999	1.44	-3.66	36.3	7.4	4.89	42.81	5.9	0.08
1999	13	10	-0.01	-0.14	-1.16	48.17	7.3	4.92	43.3	5.8	0.13
1999	13	10.5	1.17	-0.31	-14.29	76.87	7	4.94	45.54	5.5	0.12
1999	13	11	0.04	21.06	2.41	248.63	7.5	4.94	45.92	5.6	0.17
1999	13	11.5	8.87	26.34	77.77	301.93	8.3	4.94	45.54	6	0.23
1999	13	12	1.89	39.83	48.8	319.56	8.6	4.98	46.9	5.9	0.27
1999	13	12.5	-9999	61.88	90.87	298.24	8.2	5.03	48.56	5.6	0.22
1999	13	13	-9999	7.6	104.01	171.91	5.6	5.08	60.21	3.6	0.17
1999	13	13.5	-9999	14.27	13.11	280.77	4.7	5.08	64.97	3	0.16
1999	13	14	-9999	7.85	81.07	195.72	5.2	5.06	64.23	3.2	0.22
1999	13	14.5	-9999	7.93	31.26	169.94	4.6	5.04	66.05	2.9	0.17
1999	13	15	-9999	7.81	22.57	146.94	4.7	5.01	64.85	3	0.14
1999	13	15.5	-9999	3.71	7.62	82.07	4.2	4.98	66.92	2.7	0.09
1999	13	16	-9999	0.75	-7.78	0	3.5	4.95	69.23	2.4	0.09
1999	13	16.5	-9999	0.87	-3.29	0	2.7	4.91	71.93	2.1	0.07
1999	13	17	-9999	-3.52	-16.66	0	3.4	4.83	68.55	2.5	0.09
1999	13	17.5	-9999	-0.33	-7.1	0	4.2	4.74	67.72	2.7	0.08
1999	13	18	-9999	16.97	-8.16	0	4.5	4.66	64.63	3	0.1
1999	13	18.5	-9999	22.32	-77.63	0	4	4.59	62.92	3	0.27
1999	13	19	-9999	23.22	-22.36	0	4.3	4.54	57.92	3.5	0.33
1999	13	19.5	-9999	2.77	-114.96	0	4.6	4.49	55.61	3.8	0.2
1999	13	20	-9999	-0.97	-3.47	0	4	4.46	57.96	3.4	0.15
1999	13	20.5	-9999	5.4	-3.22	0	5.1	4.4	53.77	4.1	0.3
1999	13	21	-9999	6.5	-43.27	0	5.5	4.34	52.06	4.4	0.26
1999	13	21.5	-9999	3.8	-26.38	0	4.5	4.32	56.06	3.7	0.23
1999	13	22	0.66	7.8	-20.86	0	4.9	4.31	54.39	4	0.32
1999	13	22.5	-9999	3.68	-10.16	0	4.4	4.3	56.47	3.7	0.21
1999	13	23	-9999	9.45	-18.82	0	4.4	4.29	56.29	3.7	0.14
1999	13	23.5	1.175	8.52	-21.01	0	4.6	4.27	55.54	3.8	0.23
1999	14	0	-9999	3.86	-19.04	0	5.3	4.27	52.25	4.3	0.2
1999	14	0.5	-9999	16.43	-13.99	0	5.7	4.28	51.26	4.5	0.18
1999	14	1	-9999	5.42	-36.17	0	6.4	4.28	48.63	5	0.14
1999	14	1.5	-9999	10.12	-12.59	0	6.4	4.28	49.36	4.9	0.14
1999	14	2	-9999	6.17	11.53	0	6.6	4.28	48.16	5.1	0.05
1999	14	2.5	-9999	16.69	-50.07	0	5.6	4.28	51.01	4.5	0.19
1999	14	3	-9999	5.93	-7.56	0	5.9	4.27	47.43	4.9	0.23
1999	14	3.5	-1.52	-3.01	-22.78	0	6.9	4.26	44.19	5.6	0.37
1999	14	4	0.16	0.11	-30.75	0	7	4.28	45.46	5.5	0.38
1999	14	4.5	0.8	-9999	-35.33	0	7.4	4.33	47.64	5.4	0.51
1999	14	5	0.15	-10.44	-35.57	0	7.8	4.37	51.62	5.1	0.39
1999	14	5.5	1.3	-5.36	-21.56	0	7.5	4.43	55.71	4.6	0.42
1999	14	6	-9999	-8.95	-18.38	0	6.9	4.49	60.14	4	0.26
1999	14	6.5	-9999	-1	-11.19	0	6.6	4.53	62.82	3.6	0.12
1999	14	7	-9999	1.36	-7.29	0	6.5	4.56	64.61	3.4	0.06
1999	14	7.5	-9999	-1.74	1.63	0	6.5	4.58	65.54	3.4	0.09
1999	14	8	-9999	3.66	-2.63	0	7.2	4.59	63.93	3.7	0.18
1999	14	8.5	-1.15	0.02	-16.8	11.1	7.6	4.6	63	3.9	0.25
1999	14	9	0.03	-0.65	-18.14	63.21	8	4.62	61.84	4.1	0.35
1999	14	9.5	-3.77	7.96	-44.18	134.69	9.2	4.67	58.09	4.9	0.43
1999	14	10	0.14	4.81	2.92	115.38	8.9	4.75	58.78	4.7	0.26
1999	14	10.5	0.58	13.03	-5.99	203.41	9.1	4.82	57.05	5	0.15
1999	14	11	-5.24	16.34	20.72	213.93	9.9	4.89	54.57	5.5	0.39
1999	14	11.5	-7.43	34.35	-1.07	229.06	10.8	4.97	51.15	6.4	0.42
1999	14	12	-7.99	66.7	73.16	281.05	11.4	5.06	48.15	7	0.68
1999	14	12.5	-3.94	28.26	76.09	298.83	11.5	5.16	47.23	7.2	0.62
1999	14	13	-17.09	-5.17	113.87	286.12	11.5	5.27	48.5	7	0.55
